Row;ADOBE_NAS_;ADVANCEDMICRODEVICES;ALPHABET_A_;ALPHABET_C_;AMAZON_COM;AMER_ELEC_PWR_;AMGEN;ANALOGDEVICES;ANSYS;APPLE;APPLIEDMATS_;ASMLHLDG_ADR1_1;ASTRAZENECAADR2_1;ATLASSIAN_A_;AUTODESK;AUTOMATICDATAPROC_;AXONENTERPRISE;BAKERHUGHESA;BIOGEN;BOOKINGHOLDINGS;BROADCOM;CADENCEDESIGNSYS_;CDW;CHARTERCOMMS_CL_A;CINTAS;CISCOSYSTEMS;COCACOLAEUROPACIFICPARTNERS;COGNIZANTTECH_SLTN__A_;COMCASTA;COPART;COSTARGP_;COSTCOWHOLESALE;CROWDSTRIKEHOLDINGSA;CSX;DATADOGA;DEXCOM;DIAMONDBACKENERGY;ELECTRONICARTS;EXELON;FASTENAL;FORTINET;GILEADSCIENCES;HONEYWELLINTL_;IDEXXLABORATORIES;INTEL;INTUIT;INTUITIVESURGICAL;KEURIGDRPEPPER;KLA;KRAFTHEINZ;LAMRESEARCH;LINDE_NYS_;LULULEMONATHLETICA;MARRIOTTINTL__A_;MARVELLTECHNOLOGY;MERCADOLIBRE;METAPLATFORMSA;MICROCHIPTECH_;MICRONTECHNOLOGY;MICROSOFT;MICROSTRATEGY;MONDELEZINTERNATIONALCL_A;MONGODBA;MONSTERBEVERAGE;NETFLIX;NVIDIA;NXPSEMICONDUCTORS;OLDDOMINIONFGT_LINES;ONSEMICONDUCTOR;OREILLYAUTOMOTIVE;PACCAR;PALOALTONETWORKS;PAYCHEX;PAYPALHOLDINGS;PDDHOLDINGSADS1_4;PEPSICO;QUALCOMM;REGENERONPHARMS_;ROPERTECHNOLOGIES;ROSSSTORES;STARBUCKS;SYNOPSYS;TAKETWOINTACT_SFTW_;TESLA;TEXASINSTRUMENTS;TRADEDESKCL_A;T_MOBILEUS;VERISKANALYTICSCL_A;VERTEXPHARMS_;WARNERBROSDISCOVERYSERIESA;WORKDAYCLASSA;XCELENERGY;ZSCALER
ADOBE_NAS_;1;0.637403177965491;0.656475484561407;0.673405082435289;0.588697693287954;0.494207650338417;0.522728494788265;0.66038741043588;0.516267718648058;0.484010871593912;0.28221639989445;0.412003318534642;0.441302739600701;0.589201528217402;0.650811870639663;0.33936818435556;0.566631351271422;0.649028555491672;0.365233730451837;0.550599972547853;0.521227473995309;0.120821169841126;0.371429231556328;0.218994043540985;0.306210411280406;0.564600168333876;0.442416670916465;0.00729509997031356;0.520871541486826;0.440550920020806;0.512656094411984;0.525099593281647;0.257972310145956;0.540701081859994;0.336936220608387;0.540511575536887;0.556718756175168;0.407920665751004;0.462895446316309;0.719085465597581;0.489319241847608;0.494211876129972;0.318445417900599;0.393712040428784;0.277891457582646;0.723467886838916;0.502559516293282;0.58059821551018;0.546473013744014;0.533724966932518;0.191710965022479;0.295835099129374;0.518939012624295;0.404158945874038;0.443142830256306;0.185008293116252;0.608023558399454;0.389494094959079;0.42881227262122;0.478178396942795;0.311785685175174;0.410892563461539;0.254191563399223;0.496795224005324;0.354341115300667;0.387060753427546;0.539061130279361;0.279913420820997;0.452475369407169;0.259151904367;0.346887398767231;0.565589300586372;0.389557901878275;0.251207902522787;0.659757459964349;0.434110783935189;0.160793344404082;0.4934832256602;0.111949429788953;0.517797499663267;0.436105840905147;0.18835025524822;0.526708010335546;0.491671228955381;0.49156489516295;0.543086041011336;0.526721334302983;0.245071593841372;0.409762852456987;0.511459312928723;0.655277761023873;0.590814567693286;0.230383535337063
ADVANCEDMICRODEVICES;0.637403177965491;1;0.53046797542147;0.557494001087532;0.500021922539799;0.495456316342072;0.436626185131557;0.563151969840309;0.463007253328997;0.511135755472543;0.293938813631596;0.38979350961638;0.400493703317733;0.495641798291524;0.594155654912522;0.370062247946259;0.500809724821207;0.542941018151031;0.352736668688781;0.615887042092075;0.495814503837624;0.156003575805763;0.377203501603897;0.231672999578946;0.309126592560042;0.456029578358515;0.424601141948036;0.0363077328457097;0.434808543792372;0.348663891305092;0.458267119913192;0.417334830267462;0.314706070875102;0.493698023985279;0.246763545710215;0.48124657704252;0.464728013873725;0.321720969952821;0.423288324923152;0.526351929652545;0.432152992274967;0.412061991512858;0.322269896925997;0.363948475978398;0.323695394478414;0.568677083484398;0.494293737167239;0.51467707516149;0.496157796930767;0.510617850854071;0.230859384574916;0.318927978831577;0.463535552677799;0.3379235870484;0.44469960173467;0.17166932580982;0.501066909487523;0.351593918797575;0.35386700261768;0.469988101772271;0.296494088309124;0.441333104717146;0.248854330803712;0.474065356205368;0.352016733641894;0.329455142896627;0.481544926370188;0.233864529048371;0.289284006270176;0.232330127038712;0.350970492427816;0.521285969257409;0.423633806586324;0.295412730062748;0.548448735561809;0.374043226686207;0.177413922687265;0.440255899303522;0.19107069494878;0.473835300304155;0.376644520182307;0.323696614097313;0.467368904516873;0.45860117735603;0.43410020276297;0.502111438949094;0.451572128769429;0.190571523554231;0.420425769771064;0.425007865649825;0.560461591086978;0.469836510386672;0.263418813219093
ALPHABET_A_;0.656475484561407;0.53046797542147;1;0.54864138481132;0.489977035182735;0.482954705219735;0.656701155885877;0.520034805786582;0.500403748138077;0.444071799157832;0.288265611386127;0.389429513473165;0.452518291163869;0.576046315725186;0.56014094198737;0.0729231432095951;0.712127291979594;0.575403085799876;0.429027434836745;0.609803808992919;0.550778322703887;0.040325096062035;0.376192935505936;0.246619506295381;0.28461639439547;0.705140027932738;0.337951900807243;-0.11552957998324;0.55320292741458;0.498352166909417;0.441179752123083;0.531352970949259;0.202985581097461;0.582863983496912;0.403295872266034;0.663488013403888;0.672834729104379;0.5658692550271;0.426691708597493;0.696112701711641;0.445112439120839;0.451269308038262;0.100105191848955;0.426574902875719;0.221975497547276;0.737419376822996;0.457736404289056;0.553275866989037;0.543619114315466;0.382041707498426;-0.00899956842721721;0.25005904485299;0.674360719742668;0.278644464450403;0.350033003625643;0.135074286840367;0.469382224528435;0.430792381432831;0.388164665030653;0.369008953104983;0.195711394358288;0.38261408602352;0.17386996156588;0.609449951252156;0.357626452539743;0.429800048373925;0.423823339226943;0.218829833313135;0.41734855994309;0.303149284615526;0.324094525010295;0.512318097388779;0.377637511106557;0.0318468363030155;0.631918765363617;0.390873330471022;0.247057533073576;0.419871997520783;-0.0555350280448782;0.577619216603424;0.429374509084927;0.189402265860202;0.485972635512315;0.35677327555256;0.443333871562667;0.505300418053741;0.525193881860212;0.144414196901566;0.522204367177992;0.420282557928672;0.513690731858869;0.680807533123873;0.151279312591206
ALPHABET_C_;0.673405082435289;0.557494001087532;0.54864138481132;1;0.484173384750503;0.472717181608291;0.380793632177141;0.619069544579747;0.504013722385972;0.520436138376132;0.296243024865006;0.364464518749847;0.32778949280555;0.477158125269883;0.614798849151446;0.220472887353965;0.540150469851921;0.593949039822624;0.415140709327951;0.460559885688623;0.458084609237578;0.14409700662539;0.224247098591517;0.235047839417448;0.285847188176993;0.479809460643518;0.316314639817888;0.0574469828048738;0.443545076496467;0.402162382204189;0.52443324439768;0.507792245069884;0.248864853472727;0.401969076345886;0.340532185507508;0.449706050074873;0.470389266738647;0.3575437111102;0.365134512761745;0.5813579341088;0.362491181549727;0.404585941577811;0.151954130647356;0.328363583444487;0.257540950594802;0.602464254873246;0.510803558620968;0.554024245128537;0.479785545897133;0.39586812325179;0.130229401782053;0.288673964303341;0.50899126933449;0.300539204302456;0.343527323268919;0.191748857471338;0.503282653484449;0.359883194887347;0.337442373109534;0.469748905752614;0.165867188611558;0.4042035180113;0.156932737342378;0.359748405295445;0.287658643716423;0.284308173658392;0.464011447206914;0.176479500399682;0.311241025811268;0.164632931304028;0.314893414461641;0.485758914174038;0.407858152189603;0.17977916832095;0.569225696129309;0.515578316184875;0.167588755722826;0.497773363028205;0.0373559206598398;0.385733656242157;0.43697165662241;0.31567454221717;0.537410979404929;0.478055499112321;0.433715745398311;0.511870006039639;0.380112012149586;0.190310294112782;0.294173094087762;0.541051377353877;0.616408474349581;0.485080780395241;0.104416599883542
AMAZON_COM;0.588697693287954;0.500021922539799;0.489977035182735;0.484173384750503;1;0.300471787773814;0.425371748699086;0.579054352695526;0.455903121351306;0.37252741198808;0.113205695106292;0.29542316073694;0.375475605391134;0.456227280396857;0.480778162221287;0.170249529509424;0.452220686025583;0.499185496739471;0.286065038571302;0.461984461313597;0.422966644522175;0.0528903606370682;0.350005279799582;0.26680220262773;0.265369350844225;0.467492412351784;0.285831658449556;-0.0369098646287726;0.29065127103095;0.323224871200201;0.394688991016979;0.335897127710943;0.198009931959208;0.42811541743237;0.206900142476305;0.439220777445124;0.44929331516552;0.330164556403181;0.422437029613234;0.497898118103351;0.375767897700561;0.376599977818067;0.179225571218876;0.327326119700127;0.189589904741504;0.531083030901246;0.482437160069872;0.466665210399152;0.472540581282967;0.368617174398501;0.108286819832367;0.197274072015603;0.410275354688692;0.242026352230799;0.31363997719574;0.106387735173407;0.425665135118892;0.28968395572054;0.345219946669819;0.340453883742921;0.187614183654088;0.310836958964676;0.170629030474746;0.433275155765143;0.289012507534276;0.301511941733609;0.344720665126791;0.173549541037268;0.23502064364592;0.239493391853727;0.247766861770987;0.406426832556739;0.314623283096655;0.130391439511802;0.518357749098698;0.286636234137683;0.192843416605496;0.274283233733505;0.0965331097621133;0.418855696469777;0.439268734725145;0.198333360403763;0.301109991660997;0.320209993799445;0.392142366729575;0.42675510180267;0.421931867221541;0.15280097834806;0.385677265434989;0.331675487094731;0.571434956957515;0.495201384236798;0.163703951475912
AMER_ELEC_PWR_;0.494207650338417;0.495456316342072;0.482954705219735;0.472717181608291;0.300471787773814;1;0.462512721135928;0.467079889113377;0.348191323360587;0.283124302903825;0.220192625885728;0.288707718736336;0.308775590403767;0.411455185543702;0.483024532200482;0.122468861264535;0.430560588355311;0.405203200996746;0.327549000062514;0.39849464197744;0.427146496930189;0.0171615425939493;0.390828149200284;0.230885367105145;0.231037908370823;0.473948719443542;0.408318821725441;-0.0725630666080004;0.468671387829076;0.351173510074428;0.327778130439767;0.440993005444092;0.157309097243403;0.464518148992565;0.334233509578389;0.413076403147272;0.484142538411688;0.38197010183528;0.336507770191959;0.500324486132404;0.407201207294318;0.377214077157388;0.208743004130924;0.472720247643962;0.189310676221301;0.475851375087203;0.426388119566504;0.464791317003553;0.400260050198598;0.306131156663176;-0.0130306047241764;0.324023529149181;0.46073778424812;0.193616580314339;0.350086295358489;0.0159152169224635;0.471117758929406;0.378137379954891;0.383972357002717;0.428370913809277;0.205371165136672;0.251193129440876;0.328479123072739;0.547091918136716;0.302205044311342;0.445695882890493;0.318810125305966;0.169099738581002;0.327590801259238;0.368267713109696;0.222561909242299;0.298069183618088;0.282223775848268;0.0911082602255215;0.406574519336216;0.371319925471457;0.311563579070485;0.347489876057905;0.0183551424796162;0.506771066869279;0.371731765894328;0.328341080463769;0.41634364182105;0.33351436542896;0.511291123490629;0.475250200011644;0.373084872688194;0.127520717037959;0.56645686508432;0.402460418820346;0.462112554496484;0.454982833342469;0.134120593885794
AMGEN;0.522728494788265;0.436626185131557;0.656701155885877;0.380793632177141;0.425371748699086;0.462512721135928;1;0.455373840123847;0.358030794759753;0.319630096275155;0.223553009194746;0.427330464710754;0.415167091061057;0.500767870678069;0.487049624310465;0.104744031576177;0.542241151853239;0.431214516564097;0.393885701474375;0.622052021452584;0.537529040706672;0.057331857013777;0.45214034850026;0.222693935938753;0.210823174879747;0.724622312482408;0.378495358681719;-0.162752865818406;0.447281798199684;0.499501469713784;0.317231238623776;0.474470042088293;0.172308999493193;0.591186773618565;0.208622349187432;0.650299837888024;0.708975184544632;0.618771671512524;0.416800825722844;0.657578865915819;0.466716022313037;0.387066399534509;0.162062922121737;0.535120724156135;0.303002568893724;0.650127807531956;0.368799725533567;0.535052948681494;0.475414434102654;0.396264190942385;0.0182259303207658;0.224497661857625;0.661721236655959;0.193946065658978;0.361560440429878;0.0131754429046523;0.485962991103905;0.380676959097696;0.429878592493927;0.39133466270693;0.303954200354349;0.233356764803594;0.325152533174615;0.660875011042668;0.337112693431796;0.529032229989639;0.359326504508783;0.310570691651371;0.325849740878535;0.417350344657005;0.311338474307063;0.444183129876458;0.285992431186555;0.0809240455498141;0.500914793842067;0.33288903727855;0.378205414075493;0.320276236824901;0.0343572588570808;0.613562256573531;0.408237702271477;0.191161797057314;0.340627201914925;0.259430283669703;0.462076641799948;0.494953879741074;0.53921222181323;0.0533792529277375;0.61357065819793;0.33683045791264;0.449727989692071;0.699102920987809;0.102376368974488
ANALOGDEVICES;0.66038741043588;0.563151969840309;0.520034805786582;0.619069544579747;0.579054352695526;0.467079889113377;0.455373840123847;1;0.40909488786147;0.40903571352197;0.25640238106776;0.413136510938168;0.435587125512135;0.486460999486351;0.590629141442096;0.282953621735836;0.476408660841921;0.54121507630813;0.439646982660436;0.511895994087961;0.513294798859782;0.147710624360785;0.413274920221733;0.313433732879637;0.355713713930487;0.528423286086784;0.426902917362499;0.0476730363674047;0.405314670163702;0.381963712047801;0.464569110415791;0.433691921195551;0.249744708521899;0.525631921888724;0.279683628508025;0.513742415814993;0.50548683384754;0.417690759549153;0.39427054932736;0.581396343844533;0.450101278923766;0.378093400509776;0.246879999600903;0.416082475412845;0.270374901780606;0.60025317373079;0.462704033517991;0.577531527172553;0.547552714730863;0.466042268214995;0.163882616860863;0.329277234188174;0.457453778043614;0.367142474331618;0.442720424640678;0.121547951433217;0.529804108479577;0.302040938140531;0.460650678097226;0.483090973895203;0.293577520827699;0.413162235367596;0.210880564376384;0.50764549529929;0.295062243383867;0.360723478837776;0.491596412862271;0.279249103395548;0.306047440461797;0.325063008938902;0.303184902624253;0.469160806366226;0.358107675759398;0.227723523944578;0.580598028962038;0.361091544212468;0.306234165465381;0.417755492731899;0.13962381532018;0.515377315249367;0.462914132644814;0.314706086345589;0.434849410731087;0.4457872662837;0.467487571983271;0.481871461768412;0.510528764467712;0.276007069185954;0.425032751999742;0.418839589285241;0.99648986875647;0.489019258400973;0.197102420853698
ANSYS;0.516267718648058;0.463007253328997;0.500403748138077;0.504013722385972;0.455903121351306;0.348191323360587;0.358030794759753;0.40909488786147;1;0.32052993147213;0.197781635312738;0.255130148118795;0.25242668168215;0.452332295762723;0.478665062955872;0.125866289370605;0.451219433112941;0.44171084813565;0.278856372737279;0.430912567226399;0.296450612837536;0.0839032415775273;0.232459795642003;0.267228663186521;0.226870470844816;0.407364230583457;0.277975986436093;0.0150373720834636;0.343576468940872;0.2978701991362;0.423656218198148;0.391069839507077;0.276162058094327;0.321812964013295;0.373239613173925;0.370430316290337;0.379139273926829;0.282053645555446;0.326471257445188;0.513454109013199;0.253854273315859;0.392127056344888;0.14027453628753;0.212724803084949;0.135372637569269;0.531945050554728;0.409183540508121;0.466661493848737;0.36936845588094;0.284687813328015;0.0747995832177959;0.306514603892683;0.427136060206146;0.149194546375138;0.301750575314696;0.145970581248923;0.475631165131876;0.316323201135526;0.232726748585803;0.373218728505909;0.123374466085739;0.289469761182891;0.143119142681991;0.314254148492104;0.184801153310944;0.238183688484348;0.322106347606578;0.116567108515982;0.345460078229048;0.135108466059172;0.348728466280032;0.402939558186737;0.449484322894139;0.117097868854851;0.471264654879115;0.39360332915318;0.0937758720374763;0.350295619709388;-0.00754417770619164;0.307574594411185;0.25359459855582;0.237515228238755;0.420054664987751;0.332885793242864;0.374952486046449;0.426585665805569;0.322356858208827;0.148844385644136;0.281342465385277;0.392837705173133;0.403012390322617;0.491224945883066;0.190338434989915
APPLE;0.484010871593912;0.511135755472543;0.444071799157832;0.520436138376132;0.37252741198808;0.283124302903825;0.319630096275155;0.40903571352197;0.32052993147213;1;0.276700450516533;0.379996209051437;0.348959864852359;0.473601345375884;0.509734059945399;0.36060470519415;0.418836631834563;0.45109995096005;0.249399330493096;0.470969535100931;0.42932685882157;0.241328235771826;0.286184062654596;0.053189332757777;0.244837664519753;0.376525167541954;0.350798208531224;0.149636300199625;0.327835649180125;0.281956921530518;0.342846368801338;0.306557848910875;0.252258615645629;0.330291303201466;0.226216302609312;0.415772361719429;0.36418464081232;0.249212387638473;0.34668444390307;0.474247614248104;0.363012183936857;0.310581789642861;0.299201315576104;0.208179752897975;0.299704839558628;0.491036439267331;0.274760748892185;0.418674085655787;0.451854319779472;0.475420516283297;0.313507962421007;0.222567793893426;0.392997190447571;0.298952059641391;0.424083761438838;0.147175363987062;0.326278110079643;0.247939955639251;0.303604718968343;0.44227577454281;0.247110421608075;0.414252463770247;0.113415283517719;0.289084510907457;0.250353461571167;0.210972666628022;0.528722598344431;0.187310351631824;0.270043186081621;0.035439879880148;0.23468930311089;0.460262006959564;0.253505397225899;0.257466358736128;0.513778302387602;0.36442114711244;0.0522161337379553;0.324006528247186;0.169603403001378;0.298259586539535;0.390013450026537;0.128667595143654;0.378767438375673;0.356160849181314;0.30654046270594;0.265514162117292;0.369323313528307;0.17421386237032;0.169864245624541;0.306606953731554;0.405749144153288;0.347414234323111;0.155417670500691
